time_ns,cycle,freq_step,f_word_hex,freq_hz,wave_out,step_sync
12750,632,1,0x0a3d70a2,1999999,181,0
12770,633,1,0x0a3d70a2,1999999,188,0
12790,634,1,0x0a3d70a2,1999999,191,0
12810,635,1,0x0a3d70a2,1999999,190,0
12830,636,1,0x0a3d70a2,1999999,185,0
12850,637,1,0x0a3d70a2,1999999,177,0
12870,638,1,0x0a3d70a2,1999999,165,0
12890,639,1,0x0a3d70a2,1999999,151,0
12910,640,1,0x0a3d70a2,1999999,136,0
12930,641,1,0x0a3d70a2,1999999,120,0
12950,642,1,0x0a3d70a2,1999999,104,0
12970,643,1,0x0a3d70a2,1999999,90,0
12990,644,1,0x0a3d70a2,1999999,78,0
13010,645,1,0x0a3d70a2,1999999,70,0
13030,646,1,0x0a3d70a2,1999999,65,0
13050,647,1,0x0a3d70a2,1999999,64,0
13070,648,1,0x0a3d70a2,1999999,67,0
13090,649,1,0x0a3d70a2,1999999,74,0
13110,650,1,0x0a3d70a2,1999999,84,0
13130,651,1,0x0a3d70a2,1999999,97,0
13150,652,1,0x0a3d70a2,1999999,112,0
13170,653,1,0x0a3d70a2,1999999,127,0
13190,654,1,0x0a3d70a2,1999999,143,0
13210,655,1,0x0a3d70a2,1999999,158,0
13230,656,1,0x0a3d70a2,1999999,171,0
13250,657,1,0x0a3d70a2,1999999,181,0
13270,658,1,0x0a3d70a2,1999999,188,0
13290,659,1,0x0a3d70a2,1999999,191,0
13310,660,1,0x0a3d70a2,1999999,190,0
13330,661,1,0x0a3d70a2,1999999,185,0
13350,662,1,0x0a3d70a2,1999999,177,0
13370,663,1,0x0a3d70a2,1999999,165,0
13390,664,1,0x0a3d70a2,1999999,151,0
13410,665,1,0x0a3d70a2,1999999,136,0
13430,666,1,0x0a3d70a2,1999999,120,0
13450,667,1,0x0a3d70a2,1999999,104,0
13470,668,1,0x0a3d70a2,1999999,90,0
13490,669,1,0x0a3d70a2,1999999,78,0
13510,670,1,0x0a3d70a2,1999999,70,0
13530,671,1,0x0a3d70a2,1999999,65,0
13550,672,1,0x0a3d70a2,1999999,64,0
13570,673,1,0x0a3d70a2,1999999,67,0
13590,674,1,0x0a3d70a2,1999999,74,0
13610,675,1,0x0a3d70a2,1999999,84,0
13630,676,1,0x0a3d70a2,1999999,97,0
13650,677,1,0x0a3d70a2,1999999,112,0
13670,678,1,0x0a3d70a2,1999999,127,0
13690,679,1,0x0a3d70a2,1999999,143,0
13710,680,1,0x0a3d70a2,1999999,158,0
13730,681,1,0x0a3d70a2,1999999,171,0
13750,682,1,0x0a3d70a2,1999999,181,0
13770,683,1,0x0a3d70a2,1999999,188,0
13790,684,1,0x0a3d70a2,1999999,191,0
13810,685,1,0x0a3d70a2,1999999,190,0
13830,686,1,0x0a3d70a2,1999999,185,0
13850,687,1,0x0a3d70a2,1999999,177,0
13870,688,1,0x0a3d70a2,1999999,165,0
13890,689,1,0x0a3d70a2,1999999,151,0
13910,690,1,0x0a3d70a2,1999999,136,0
13930,691,1,0x0a3d70a2,1999999,120,0
13950,692,1,0x0a3d70a2,1999999,104,0
13970,693,1,0x0a3d70a2,1999999,90,0
13990,694,1,0x0a3d70a2,1999999,78,0
14010,695,1,0x0a3d70a2,1999999,70,0
14030,696,1,0x0a3d70a2,1999999,65,0
14050,697,1,0x0a3d70a2,1999999,64,0
14070,698,1,0x0a3d70a2,1999999,67,0
14090,699,1,0x0a3d70a2,1999999,74,0
14110,700,1,0x0a3d70a2,1999999,84,0
14130,701,1,0x0a3d70a2,1999999,97,0
14150,702,1,0x0a3d70a2,1999999,112,0
14170,703,1,0x0a3d70a2,1999999,127,0
14190,704,1,0x0a3d70a2,1999999,143,0
14210,705,1,0x0a3d70a2,1999999,158,0
14230,706,1,0x0a3d70a2,1999999,171,0
14250,707,1,0x0a3d70a2,1999999,181,0
14270,708,1,0x0a3d70a2,1999999,188,0
14290,709,1,0x0a3d70a2,1999999,191,0
14310,710,1,0x0a3d70a2,1999999,190,0
14330,711,1,0x0a3d70a2,1999999,185,0
14350,712,1,0x0a3d70a2,1999999,177,0
14370,713,1,0x0a3d70a2,1999999,165,0
14390,714,1,0x0a3d70a2,1999999,151,0
14410,715,1,0x0a3d70a2,1999999,136,0
14430,716,1,0x0a3d70a2,1999999,120,0
14450,717,1,0x0a3d70a2,1999999,104,0
14470,718,1,0x0a3d70a2,1999999,90,0
14490,719,1,0x0a3d70a2,1999999,78,0
14510,720,1,0x0a3d70a2,1999999,70,0
14530,721,1,0x0a3d70a2,1999999,65,0
14550,722,1,0x0a3d70a2,1999999,64,0
14570,723,1,0x0a3d70a2,1999999,67,0
14590,724,1,0x0a3d70a2,1999999,74,0
14610,725,1,0x0a3d70a2,1999999,84,0
14630,726,1,0x0a3d70a2,1999999,97,0
14650,727,1,0x0a3d70a2,1999999,112,0
14670,728,1,0x0a3d70a2,1999999,127,0
14690,729,1,0x0a3d70a2,1999999,143,0
14710,730,1,0x0a3d70a2,1999999,158,0
14730,731,1,0x0a3d70a2,1999999,171,0
14750,732,1,0x0a3d70a2,1999999,181,0
14770,733,1,0x0a3d70a2,1999999,188,0
14790,734,1,0x0a3d70a2,1999999,191,0
14810,735,1,0x0a3d70a2,1999999,190,0
14830,736,1,0x0a3d70a2,1999999,185,0
14850,737,1,0x0a3d70a2,1999999,177,0
14870,738,1,0x0a3d70a2,1999999,165,0
14890,739,1,0x0a3d70a2,1999999,151,0
14910,740,1,0x0a3d70a2,1999999,136,0
14930,741,1,0x0a3d70a2,1999999,120,0
14950,742,1,0x0a3d70a2,1999999,104,0
14970,743,1,0x0a3d70a2,1999999,90,0
14990,744,1,0x0a3d70a2,1999999,78,0
15010,745,1,0x0a3d70a2,1999999,70,0
15030,746,1,0x0a3d70a2,1999999,65,0
15050,747,1,0x0a3d70a2,1999999,64,0
15070,748,1,0x0a3d70a2,1999999,67,0
15090,749,1,0x0a3d70a2,1999999,74,0
15110,750,1,0x0a3d70a2,1999999,84,0
15130,751,1,0x0a3d70a2,1999999,97,0
15150,752,1,0x0a3d70a2,1999999,112,0
15170,753,1,0x0a3d70a2,1999999,127,0
15190,754,1,0x0a3d70a2,1999999,143,0
15210,755,1,0x0a3d70a2,1999999,158,0
15230,756,1,0x0a3d70a2,1999999,171,0
15250,757,1,0x0a3d70a2,1999999,181,0
15270,758,1,0x0a3d70a2,1999999,188,0
15290,759,1,0x0a3d70a2,1999999,191,0
15310,760,1,0x0a3d70a2,1999999,190,0
15330,761,1,0x0a3d70a2,1999999,185,0
15350,762,1,0x0a3d70a2,1999999,177,0
15370,763,1,0x0a3d70a2,1999999,165,0
15390,764,1,0x0a3d70a2,1999999,151,0
15410,765,1,0x0a3d70a2,1999999,136,0
15430,766,1,0x0a3d70a2,1999999,120,0
15450,767,1,0x0a3d70a2,1999999,104,0
15470,768,1,0x0a3d70a2,1999999,90,0
15490,769,1,0x0a3d70a2,1999999,78,0
15510,770,1,0x0a3d70a2,1999999,70,0
15530,771,1,0x0a3d70a2,1999999,65,0
15550,772,1,0x0a3d70a2,1999999,64,0
15570,773,1,0x0a3d70a2,1999999,67,0
15590,774,1,0x0a3d70a2,1999999,74,0
15610,775,1,0x0a3d70a2,1999999,84,0
15630,776,1,0x0a3d70a2,1999999,97,0
15650,777,1,0x0a3d70a2,1999999,112,0
15670,778,1,0x0a3d70a2,1999999,127,0
15690,779,1,0x0a3d70a2,1999999,143,0
15710,780,1,0x0a3d70a2,1999999,158,0
15730,781,1,0x0a3d70a2,1999999,171,0
15750,782,1,0x0a3d70a2,1999999,181,0
15770,783,1,0x0a3d70a2,1999999,188,0
15790,784,1,0x0a3d70a2,1999999,191,0
15810,785,1,0x0a3d70a2,1999999,190,0
15830,786,1,0x0a3d70a2,1999999,185,0
15850,787,1,0x0a3d70a2,1999999,177,0
15870,788,1,0x0a3d70a2,1999999,165,0
15890,789,1,0x0a3d70a2,1999999,151,0
15910,790,1,0x0a3d70a2,1999999,136,0
15930,791,1,0x0a3d70a2,1999999,120,0
15950,792,1,0x0a3d70a2,1999999,104,0
15970,793,1,0x0a3d70a2,1999999,90,0
15990,794,1,0x0a3d70a2,1999999,78,0
16010,795,1,0x0a3d70a2,1999999,70,0
16030,796,1,0x0a3d70a2,1999999,65,0
16050,797,1,0x0a3d70a2,1999999,64,0
16070,798,1,0x0a3d70a2,1999999,67,0
16090,799,1,0x0a3d70a2,1999999,74,0
16110,800,1,0x0a3d70a2,1999999,84,0
16130,801,1,0x0a3d70a2,1999999,97,0
16150,802,1,0x0a3d70a2,1999999,112,0
16170,803,1,0x0a3d70a2,1999999,127,0
16190,804,1,0x0a3d70a2,1999999,143,0
16210,805,1,0x0a3d70a2,1999999,158,0
16230,806,1,0x0a3d70a2,1999999,171,0
16250,807,1,0x0a3d70a2,1999999,181,0
16270,808,1,0x0a3d70a2,1999999,188,0
16290,809,1,0x0a3d70a2,1999999,191,0
16310,810,1,0x0a3d70a2,1999999,190,0
16330,811,1,0x0a3d70a2,1999999,185,0
16350,812,1,0x0a3d70a2,1999999,177,0
16370,813,1,0x0a3d70a2,1999999,165,0
16390,814,1,0x0a3d70a2,1999999,151,0
16410,815,1,0x0a3d70a2,1999999,136,0
16430,816,1,0x0a3d70a2,1999999,120,0
16450,817,1,0x0a3d70a2,1999999,104,0
16470,818,1,0x0a3d70a2,1999999,90,0
16490,819,1,0x0a3d70a2,1999999,78,0
16510,820,1,0x0a3d70a2,1999999,70,0
16530,821,1,0x0a3d70a2,1999999,65,0
16550,822,1,0x0a3d70a2,1999999,64,0
16570,823,1,0x0a3d70a2,1999999,67,0
16590,824,1,0x0a3d70a2,1999999,74,0
16610,825,1,0x0a3d70a2,1999999,84,0
16630,826,1,0x0a3d70a2,1999999,97,0
16650,827,1,0x0a3d70a2,1999999,112,0
16670,828,1,0x0a3d70a2,1999999,127,0
16690,829,1,0x0a3d70a2,1999999,143,0
16710,830,1,0x0a3d70a2,1999999,158,0
16730,831,1,0x0a3d70a2,1999999,171,0
16750,832,1,0x0a3d70a2,1999999,181,0
16770,833,1,0x0a3d70a2,1999999,188,0
16790,834,1,0x0a3d70a2,1999999,191,0
16810,835,1,0x0a3d70a2,1999999,190,0
16830,836,1,0x0a3d70a2,1999999,185,0
16850,837,1,0x0a3d70a2,1999999,177,0
16870,838,1,0x0a3d70a2,1999999,165,0
16890,839,1,0x0a3d70a2,1999999,151,0
16910,840,1,0x0a3d70a2,1999999,136,0
16930,841,1,0x0a3d70a2,1999999,120,0
16950,842,1,0x0a3d70a2,1999999,104,0
16970,843,1,0x0a3d70a2,1999999,90,0
16990,844,1,0x0a3d70a2,1999999,78,0
17010,845,1,0x0a3d70a2,1999999,70,0
17030,846,1,0x0a3d70a2,1999999,65,0
17050,847,1,0x0a3d70a2,1999999,64,0
17070,848,1,0x0a3d70a2,1999999,67,0
17090,849,1,0x0a3d70a2,1999999,74,0
17110,850,1,0x0a3d70a2,1999999,84,0
17130,851,1,0x0a3d70a2,1999999,97,0
17150,852,1,0x0a3d70a2,1999999,112,0
17170,853,1,0x0a3d70a2,1999999,127,0
17190,854,1,0x0a3d70a2,1999999,143,0
17210,855,1,0x0a3d70a2,1999999,158,0
17230,856,1,0x0a3d70a2,1999999,171,0
17250,857,1,0x0a3d70a2,1999999,181,0
17270,858,1,0x0a3d70a2,1999999,188,0
17290,859,1,0x0a3d70a2,1999999,191,0
17310,860,1,0x0a3d70a2,1999999,190,0
17330,861,1,0x0a3d70a2,1999999,185,0
17350,862,1,0x0a3d70a2,1999999,177,0
17370,863,1,0x0a3d70a2,1999999,165,0
17390,864,1,0x0a3d70a2,1999999,151,0
17410,865,1,0x0a3d70a2,1999999,136,0
17430,866,1,0x0a3d70a2,1999999,120,0
17450,867,1,0x0a3d70a2,1999999,104,0
17470,868,1,0x0a3d70a2,1999999,90,0
17490,869,1,0x0a3d70a2,1999999,78,0
17510,870,1,0x0a3d70a2,1999999,70,0
17530,871,1,0x0a3d70a2,1999999,65,0
17550,872,1,0x0a3d70a2,1999999,64,0
17570,873,1,0x0a3d70a2,1999999,67,0
17590,874,1,0x0a3d70a2,1999999,74,0
17610,875,1,0x0a3d70a2,1999999,84,0
17630,876,1,0x0a3d70a2,1999999,97,0
17650,877,1,0x0a3d70a2,1999999,112,0
17670,878,1,0x0a3d70a2,1999999,127,0
17690,879,1,0x0a3d70a2,1999999,143,0
17710,880,1,0x0a3d70a2,1999999,158,0
17730,881,1,0x0a3d70a2,1999999,171,0
17750,882,1,0x0a3d70a2,1999999,181,0
17770,883,1,0x0a3d70a2,1999999,188,0
17790,884,1,0x0a3d70a2,1999999,191,0
17810,885,1,0x0a3d70a2,1999999,190,0
17830,886,1,0x0a3d70a2,1999999,185,0
17850,887,1,0x0a3d70a2,1999999,177,0
17870,888,1,0x0a3d70a2,1999999,165,0
17890,889,1,0x0a3d70a2,1999999,151,0
17910,890,1,0x0a3d70a2,1999999,136,0
17930,891,1,0x0a3d70a2,1999999,120,0
17950,892,1,0x0a3d70a2,1999999,104,0
17970,893,1,0x0a3d70a2,1999999,90,0
17990,894,1,0x0a3d70a2,1999999,78,0
18010,895,1,0x0a3d70a2,1999999,70,0
18030,896,1,0x0a3d70a2,1999999,65,0
18050,897,1,0x0a3d70a2,1999999,64,0
18070,898,1,0x0a3d70a2,1999999,67,0
18090,899,1,0x0a3d70a2,1999999,74,0
18110,900,1,0x0a3d70a2,1999999,84,0
18130,901,1,0x0a3d70a2,1999999,97,0
18150,902,1,0x0a3d70a2,1999999,112,0
18170,903,1,0x0a3d70a2,1999999,127,0
18190,904,1,0x0a3d70a2,1999999,143,0
18210,905,1,0x0a3d70a2,1999999,158,0
18230,906,1,0x0a3d70a2,1999999,171,0
18250,907,1,0x0a3d70a2,1999999,181,0
18270,908,1,0x0a3d70a2,1999999,188,0
18290,909,1,0x0a3d70a2,1999999,191,0
18310,910,1,0x0a3d70a2,1999999,190,0
18330,911,1,0x0a3d70a2,1999999,185,0
18350,912,1,0x0a3d70a2,1999999,177,0
18370,913,1,0x0a3d70a2,1999999,165,0
18390,914,1,0x0a3d70a2,1999999,151,0
18410,915,1,0x0a3d70a2,1999999,136,0
18430,916,1,0x0a3d70a2,1999999,120,0
18450,917,1,0x0a3d70a2,1999999,104,0
18470,918,1,0x0a3d70a2,1999999,90,0
18490,919,1,0x0a3d70a2,1999999,78,0
18510,920,1,0x0a3d70a2,1999999,70,0
18530,921,1,0x0a3d70a2,1999999,65,0
18550,922,1,0x0a3d70a2,1999999,64,0
18570,923,1,0x0a3d70a2,1999999,67,0
18590,924,1,0x0a3d70a2,1999999,74,0
18610,925,1,0x0a3d70a2,1999999,84,0
18630,926,1,0x0a3d70a2,1999999,97,0
18650,927,1,0x0a3d70a2,1999999,112,0
18670,928,1,0x0a3d70a2,1999999,127,0
18690,929,1,0x0a3d70a2,1999999,143,0
18710,930,1,0x0a3d70a2,1999999,158,0
18730,931,1,0x0a3d70a2,1999999,171,0
18750,932,1,0x0a3d70a2,1999999,181,0
18770,933,1,0x0a3d70a2,1999999,188,0
18790,934,1,0x0a3d70a2,1999999,191,0
18810,935,1,0x0a3d70a2,1999999,190,0
18830,936,1,0x0a3d70a2,1999999,185,0
18850,937,1,0x0a3d70a2,1999999,177,0
18870,938,1,0x0a3d70a2,1999999,165,0
18890,939,1,0x0a3d70a2,1999999,151,0
18910,940,1,0x0a3d70a2,1999999,136,0
18930,941,1,0x0a3d70a2,1999999,120,0
18950,942,1,0x0a3d70a2,1999999,104,0
18970,943,1,0x0a3d70a2,1999999,90,0
18990,944,1,0x0a3d70a2,1999999,78,0
19010,945,1,0x0a3d70a2,1999999,70,0
19030,946,1,0x0a3d70a2,1999999,65,0
19050,947,1,0x0a3d70a2,1999999,64,0
19070,948,1,0x0a3d70a2,1999999,67,0
19090,949,1,0x0a3d70a2,1999999,74,0
19110,950,1,0x0a3d70a2,1999999,84,0
19130,951,1,0x0a3d70a2,1999999,97,0
19150,952,1,0x0a3d70a2,1999999,112,0
19170,953,1,0x0a3d70a2,1999999,127,0
19190,954,1,0x0a3d70a2,1999999,143,0
19210,955,1,0x0a3d70a2,1999999,158,0
19230,956,1,0x0a3d70a2,1999999,171,0
19250,957,1,0x0a3d70a2,1999999,181,0
19270,958,1,0x0a3d70a2,1999999,188,0
19290,959,1,0x0a3d70a2,1999999,191,0
19310,960,1,0x0a3d70a2,1999999,190,0
19330,961,1,0x0a3d70a2,1999999,185,0
19350,962,1,0x0a3d70a2,1999999,177,0
19370,963,1,0x0a3d70a2,1999999,165,0
19390,964,1,0x0a3d70a2,1999999,151,0
19410,965,1,0x0a3d70a2,1999999,136,0
19430,966,1,0x0a3d70a2,1999999,120,0
19450,967,1,0x0a3d70a2,1999999,104,0
19470,968,1,0x0a3d70a2,1999999,90,0
19490,969,1,0x0a3d70a2,1999999,78,0
19510,970,1,0x0a3d70a2,1999999,70,0
19530,971,1,0x0a3d70a2,1999999,65,0
19550,972,1,0x0a3d70a2,1999999,64,0
19570,973,1,0x0a3d70a2,1999999,67,0
19590,974,1,0x0a3d70a2,1999999,74,0
19610,975,1,0x0a3d70a2,1999999,84,0
19630,976,1,0x0a3d70a2,1999999,97,0
19650,977,1,0x0a3d70a2,1999999,112,0
19670,978,1,0x0a3d70a2,1999999,127,0
19690,979,1,0x0a3d70a2,1999999,143,0
19710,980,1,0x0a3d70a2,1999999,158,0
19730,981,1,0x0a3d70a2,1999999,171,0
19750,982,1,0x0a3d70a2,1999999,181,0
19770,983,1,0x0a3d70a2,1999999,188,0
19790,984,1,0x0a3d70a2,1999999,191,0
19810,985,1,0x0a3d70a2,1999999,190,0
19830,986,1,0x0a3d70a2,1999999,185,0
19850,987,1,0x0a3d70a2,1999999,177,0
19870,988,1,0x0a3d70a2,1999999,165,0
19890,989,1,0x0a3d70a2,1999999,151,0
19910,990,1,0x0a3d70a2,1999999,136,0
19930,991,1,0x0a3d70a2,1999999,120,0
19950,992,1,0x0a3d70a2,1999999,104,0
19970,993,1,0x0a3d70a2,1999999,90,0
19990,994,1,0x0a3d70a2,1999999,78,0
20010,995,1,0x0a3d70a2,1999999,70,0
20030,996,1,0x0a3d70a2,1999999,65,0
20050,997,1,0x0a3d70a2,1999999,64,0
20070,998,1,0x0a3d70a2,1999999,67,0
20090,999,1,0x0a3d70a2,1999999,74,0
20110,1000,1,0x0f5c28f3,2999999,84,1
20130,1001,2,0x0f5c28f3,2999999,97,0
20150,1002,2,0x0f5c28f3,2999999,112,0
20170,1003,2,0x0f5c28f3,2999999,128,0
20190,1004,2,0x0f5c28f3,2999999,151,0
20210,1005,2,0x0f5c28f3,2999999,171,0
20230,1006,2,0x0f5c28f3,2999999,185,0
20250,1007,2,0x0f5c28f3,2999999,191,0
20270,1008,2,0x0f5c28f3,2999999,188,0
20290,1009,2,0x0f5c28f3,2999999,177,0
20310,1010,2,0x0f5c28f3,2999999,158,0
20330,1011,2,0x0f5c28f3,2999999,136,0
20350,1012,2,0x0f5c28f3,2999999,112,0
20370,1013,2,0x0f5c28f3,2999999,90,0
20390,1014,2,0x0f5c28f3,2999999,74,0
20410,1015,2,0x0f5c28f3,2999999,65,0
20430,1016,2,0x0f5c28f3,2999999,65,0
20450,1017,2,0x0f5c28f3,2999999,74,0
20470,1018,2,0x0f5c28f3,2999999,90,0
20490,1019,2,0x0f5c28f3,2999999,112,0
20510,1020,2,0x0f5c28f3,2999999,135,0
20530,1021,2,0x0f5c28f3,2999999,158,0
20550,1022,2,0x0f5c28f3,2999999,177,0
20570,1023,2,0x0f5c28f3,2999999,188,0
20590,1024,2,0x0f5c28f3,2999999,191,0
20610,1025,2,0x0f5c28f3,2999999,185,0
20630,1026,2,0x0f5c28f3,2999999,171,0
20650,1027,2,0x0f5c28f3,2999999,151,0
20670,1028,2,0x0f5c28f3,2999999,128,0
20690,1029,2,0x0f5c28f3,2999999,104,0
20710,1030,2,0x0f5c28f3,2999999,84,0
20730,1031,2,0x0f5c28f3,2999999,70,0
20750,1032,2,0x0f5c28f3,2999999,64,0
20770,1033,2,0x0f5c28f3,2999999,67,0
20790,1034,2,0x0f5c28f3,2999999,78,0
20810,1035,2,0x0f5c28f3,2999999,97,0
20830,1036,2,0x0f5c28f3,2999999,119,0
20850,1037,2,0x0f5c28f3,2999999,143,0
20870,1038,2,0x0f5c28f3,2999999,165,0
20890,1039,2,0x0f5c28f3,2999999,181,0
20910,1040,2,0x0f5c28f3,2999999,190,0
20930,1041,2,0x0f5c28f3,2999999,190,0
20950,1042,2,0x0f5c28f3,2999999,181,0
20970,1043,2,0x0f5c28f3,2999999,165,0
20990,1044,2,0x0f5c28f3,2999999,143,0
21010,1045,2,0x0f5c28f3,2999999,120,0
21030,1046,2,0x0f5c28f3,2999999,97,0
21050,1047,2,0x0f5c28f3,2999999,78,0
21070,1048,2,0x0f5c28f3,2999999,67,0
21090,1049,2,0x0f5c28f3,2999999,64,0
21110,1050,2,0x0f5c28f3,2999999,70,0
21130,1051,2,0x0f5c28f3,2999999,84,0
21150,1052,2,0x0f5c28f3,2999999,104,0
21170,1053,2,0x0f5c28f3,2999999,127,0
21190,1054,2,0x0f5c28f3,2999999,151,0
21210,1055,2,0x0f5c28f3,2999999,171,0
21230,1056,2,0x0f5c28f3,2999999,185,0
21250,1057,2,0x0f5c28f3,2999999,191,0
21270,1058,2,0x0f5c28f3,2999999,188,0
21290,1059,2,0x0f5c28f3,2999999,177,0
21310,1060,2,0x0f5c28f3,2999999,158,0
21330,1061,2,0x0f5c28f3,2999999,136,0
21350,1062,2,0x0f5c28f3,2999999,112,0
21370,1063,2,0x0f5c28f3,2999999,90,0
21390,1064,2,0x0f5c28f3,2999999,74,0
21410,1065,2,0x0f5c28f3,2999999,65,0
21430,1066,2,0x0f5c28f3,2999999,65,0
21450,1067,2,0x0f5c28f3,2999999,74,0
21470,1068,2,0x0f5c28f3,2999999,90,0
21490,1069,2,0x0f5c28f3,2999999,112,0
21510,1070,2,0x0f5c28f3,2999999,135,0
21530,1071,2,0x0f5c28f3,2999999,158,0
21550,1072,2,0x0f5c28f3,2999999,177,0
21570,1073,2,0x0f5c28f3,2999999,188,0
21590,1074,2,0x0f5c28f3,2999999,191,0
21610,1075,2,0x0f5c28f3,2999999,185,0
21630,1076,2,0x0f5c28f3,2999999,171,0
21650,1077,2,0x0f5c28f3,2999999,151,0
21670,1078,2,0x0f5c28f3,2999999,128,0
21690,1079,2,0x0f5c28f3,2999999,104,0
21710,1080,2,0x0f5c28f3,2999999,84,0
21730,1081,2,0x0f5c28f3,2999999,70,0
21750,1082,2,0x0f5c28f3,2999999,64,0
21770,1083,2,0x0f5c28f3,2999999,67,0
21790,1084,2,0x0f5c28f3,2999999,78,0
21810,1085,2,0x0f5c28f3,2999999,97,0
21830,1086,2,0x0f5c28f3,2999999,119,0
21850,1087,2,0x0f5c28f3,2999999,143,0
21870,1088,2,0x0f5c28f3,2999999,165,0
21890,1089,2,0x0f5c28f3,2999999,181,0
21910,1090,2,0x0f5c28f3,2999999,190,0
21930,1091,2,0x0f5c28f3,2999999,190,0
21950,1092,2,0x0f5c28f3,2999999,181,0
21970,1093,2,0x0f5c28f3,2999999,165,0
21990,1094,2,0x0f5c28f3,2999999,143,0
22010,1095,2,0x0f5c28f3,2999999,120,0
22030,1096,2,0x0f5c28f3,2999999,97,0
22050,1097,2,0x0f5c28f3,2999999,78,0
22070,1098,2,0x0f5c28f3,2999999,67,0
22090,1099,2,0x0f5c28f3,2999999,64,0
22110,1100,2,0x0f5c28f3,2999999,70,0
22130,1101,2,0x0f5c28f3,2999999,84,0
22150,1102,2,0x0f5c28f3,2999999,104,0
22170,1103,2,0x0f5c28f3,2999999,127,0
22190,1104,2,0x0f5c28f3,2999999,151,0
22210,1105,2,0x0f5c28f3,2999999,171,0
22230,1106,2,0x0f5c28f3,2999999,185,0
22250,1107,2,0x0f5c28f3,2999999,191,0
22270,1108,2,0x0f5c28f3,2999999,188,0
22290,1109,2,0x0f5c28f3,2999999,177,0
22310,1110,2,0x0f5c28f3,2999999,158,0
22330,1111,2,0x0f5c28f3,2999999,136,0
22350,1112,2,0x0f5c28f3,2999999,112,0
22370,1113,2,0x0f5c28f3,2999999,90,0
22390,1114,2,0x0f5c28f3,2999999,74,0
22410,1115,2,0x0f5c28f3,2999999,65,0
22430,1116,2,0x0f5c28f3,2999999,65,0
22450,1117,2,0x0f5c28f3,2999999,74,0
22470,1118,2,0x0f5c28f3,2999999,90,0
22490,1119,2,0x0f5c28f3,2999999,112,0
22510,1120,2,0x0f5c28f3,2999999,135,0
22530,1121,2,0x0f5c28f3,2999999,158,0
22550,1122,2,0x0f5c28f3,2999999,177,0
22570,1123,2,0x0f5c28f3,2999999,188,0
22590,1124,2,0x0f5c28f3,2999999,191,0
22610,1125,2,0x0f5c28f3,2999999,185,0
22630,1126,2,0x0f5c28f3,2999999,171,0
22650,1127,2,0x0f5c28f3,2999999,151,0
22670,1128,2,0x0f5c28f3,2999999,128,0
22690,1129,2,0x0f5c28f3,2999999,104,0
22710,1130,2,0x0f5c28f3,2999999,84,0
22730,1131,2,0x0f5c28f3,2999999,70,0
22750,1132,2,0x0f5c28f3,2999999,64,0
22770,1133,2,0x0f5c28f3,2999999,67,0
22790,1134,2,0x0f5c28f3,2999999,78,0
22810,1135,2,0x0f5c28f3,2999999,97,0
22830,1136,2,0x0f5c28f3,2999999,119,0
22850,1137,2,0x0f5c28f3,2999999,143,0
22870,1138,2,0x0f5c28f3,2999999,165,0
22890,1139,2,0x0f5c28f3,2999999,181,0
22910,1140,2,0x0f5c28f3,2999999,190,0
22930,1141,2,0x0f5c28f3,2999999,190,0
22950,1142,2,0x0f5c28f3,2999999,181,0
22970,1143,2,0x0f5c28f3,2999999,165,0
22990,1144,2,0x0f5c28f3,2999999,143,0
23010,1145,2,0x0f5c28f3,2999999,120,0
23030,1146,2,0x0f5c28f3,2999999,97,0
23050,1147,2,0x0f5c28f3,2999999,78,0
23070,1148,2,0x0f5c28f3,2999999,67,0
23090,1149,2,0x0f5c28f3,2999999,64,0
23110,1150,2,0x0f5c28f3,2999999,70,0
23130,1151,2,0x0f5c28f3,2999999,84,0
23150,1152,2,0x0f5c28f3,2999999,104,0
23170,1153,2,0x0f5c28f3,2999999,127,0
23190,1154,2,0x0f5c28f3,2999999,151,0
23210,1155,2,0x0f5c28f3,2999999,171,0
23230,1156,2,0x0f5c28f3,2999999,185,0
23250,1157,2,0x0f5c28f3,2999999,191,0
23270,1158,2,0x0f5c28f3,2999999,188,0
23290,1159,2,0x0f5c28f3,2999999,177,0
23310,1160,2,0x0f5c28f3,2999999,158,0
23330,1161,2,0x0f5c28f3,2999999,136,0
23350,1162,2,0x0f5c28f3,2999999,112,0
23370,1163,2,0x0f5c28f3,2999999,90,0
23390,1164,2,0x0f5c28f3,2999999,74,0
23410,1165,2,0x0f5c28f3,2999999,65,0
23430,1166,2,0x0f5c28f3,2999999,65,0
23450,1167,2,0x0f5c28f3,2999999,74,0
23470,1168,2,0x0f5c28f3,2999999,90,0
23490,1169,2,0x0f5c28f3,2999999,112,0
23510,1170,2,0x0f5c28f3,2999999,135,0
23530,1171,2,0x0f5c28f3,2999999,158,0
23550,1172,2,0x0f5c28f3,2999999,177,0
23570,1173,2,0x0f5c28f3,2999999,188,0
23590,1174,2,0x0f5c28f3,2999999,191,0
23610,1175,2,0x0f5c28f3,2999999,185,0
23630,1176,2,0x0f5c28f3,2999999,171,0
23650,1177,2,0x0f5c28f3,2999999,151,0
23670,1178,2,0x0f5c28f3,2999999,128,0
23690,1179,2,0x0f5c28f3,2999999,104,0
23710,1180,2,0x0f5c28f3,2999999,84,0
23730,1181,2,0x0f5c28f3,2999999,70,0
23750,1182,2,0x0f5c28f3,2999999,64,0
