time_ns,cycle,test_case,filter_type,classifier_done
8570,423,1,5,0
8590,424,1,5,0
8610,425,1,5,0
8630,426,1,5,0
8650,427,1,5,0
8670,428,1,5,0
8690,429,1,5,0
8710,430,1,5,0
8730,431,1,5,0
8750,432,1,5,0
8770,433,1,5,0
8790,434,1,5,0
8810,435,1,5,0
8830,436,1,5,0
8850,437,1,5,0
8870,438,1,5,0
8890,439,1,5,0
8910,440,1,5,0
8930,441,1,5,0
8950,442,1,5,0
8970,443,1,5,0
8990,444,1,5,0
9010,445,1,5,0
9030,446,1,5,0
9050,447,1,5,0
9070,448,1,5,0
9090,449,1,5,0
9110,450,1,5,0
9130,451,1,5,0
9150,452,1,5,0
9170,453,1,5,0
9190,454,1,5,0
9210,455,1,5,0
9230,456,1,5,0
9250,457,1,5,0
9270,458,1,5,0
9290,459,1,5,0
9310,460,1,5,0
9330,461,1,5,0
9350,462,1,5,0
9370,463,1,5,0
9390,464,1,5,0
9410,465,1,5,0
9430,466,1,5,0
9450,467,1,5,0
9470,468,1,5,0
9490,469,1,5,0
9510,470,1,5,0
9530,471,1,5,0
9550,472,1,5,0
9570,473,1,5,0
9590,474,1,5,0
9610,475,1,5,0
9630,476,1,5,0
9650,477,1,5,0
9670,478,1,5,0
9690,479,1,5,0
9710,480,1,5,0
9730,481,1,5,0
9750,482,1,5,0
9770,483,1,5,0
9790,484,1,5,0
9810,485,1,5,0
9830,486,1,5,0
9850,487,1,5,0
9870,488,1,5,0
9890,489,1,5,0
9910,490,1,5,0
9930,491,1,5,0
9950,492,1,5,0
9970,493,1,5,0
9990,494,1,5,0
10010,495,1,5,0
10030,496,1,5,0
10050,497,1,5,0
10070,498,1,5,0
10090,499,1,5,0
10110,500,1,5,0
10130,501,1,5,0
10150,502,1,5,0
10170,503,1,5,0
10190,504,1,5,0
10210,505,1,5,0
10230,506,1,5,0
10250,507,1,5,0
10270,508,1,5,0
10290,509,1,5,0
10310,510,1,5,0
10330,511,1,5,0
10350,512,1,5,0
10370,513,1,5,0
10390,514,1,5,0
10410,515,1,5,0
10430,516,1,5,0
10450,517,1,5,0
10470,518,1,5,0
10490,519,1,5,0
10510,520,1,5,0
10530,521,1,5,0
10550,522,1,5,0
10570,523,1,5,0
10590,524,1,5,0
10610,525,1,5,0
10630,526,1,5,0
10650,527,1,5,0
10670,528,1,5,0
10690,529,1,5,0
10710,530,1,5,0
10730,531,1,5,0
10750,532,1,5,0
10770,533,1,5,0
10790,534,1,5,0
10810,535,1,5,0
10830,536,1,5,0
10850,537,1,5,0
10870,538,1,5,0
10890,539,1,5,0
10910,540,1,5,0
10930,541,1,5,0
10950,542,1,5,0
10970,543,1,5,0
10990,544,1,5,0
11010,545,1,5,0
11030,546,1,5,0
11050,547,1,5,0
11070,548,1,5,0
11090,549,1,5,0
11110,550,1,5,0
11130,551,1,5,0
11150,552,1,5,0
11170,553,1,5,0
11190,554,1,5,0
11210,555,1,5,0
11230,556,1,5,0
11250,557,1,5,0
11270,558,1,5,0
11290,559,1,5,0
11310,560,1,5,0
11330,561,1,5,0
11350,562,1,5,0
11370,563,1,5,0
11390,564,1,5,0
11410,565,1,5,0
11430,566,1,5,0
11450,567,1,5,0
11470,568,1,5,0
11490,569,1,5,0
11510,570,1,5,0
11530,571,1,5,0
11550,572,1,5,0
11570,573,1,5,0
11590,574,1,5,0
11610,575,1,5,0
11630,576,1,5,0
11650,577,1,5,0
11670,578,1,5,0
11690,579,1,5,0
11710,580,1,5,0
11730,581,1,5,0
11750,582,1,5,0
11770,583,1,5,0
11790,584,1,5,0
11810,585,1,5,0
11830,586,1,5,0
11850,587,1,5,0
11870,588,1,5,0
11890,589,1,5,0
11910,590,1,5,0
11930,591,1,5,0
11950,592,1,5,0
11970,593,1,5,0
11990,594,1,5,0
12010,595,1,5,0
12030,596,1,5,0
12050,597,1,5,0
12070,598,1,5,0
12090,599,1,5,0
12110,600,1,5,0
12130,601,1,5,0
12150,602,1,5,0
12170,603,1,5,0
12190,604,1,5,0
12210,605,1,5,0
12230,606,1,5,0
12250,607,1,5,0
12270,608,1,5,0
12290,609,1,5,0
12310,610,1,5,0
12330,611,1,5,0
12350,612,1,5,0
12370,613,1,5,0
12390,614,1,5,0
12410,615,1,5,0
12430,616,1,5,0
12450,617,1,5,0
12470,618,1,5,0
12490,619,1,5,0
12510,620,1,5,0
12530,621,1,5,0
12550,622,1,5,0
12570,623,1,1,1
12590,624,1,1,0
12610,625,1,1,0
12630,626,1,1,0
12650,627,1,1,0
12670,628,1,1,0
12690,629,1,1,0
12710,630,1,1,0
12730,631,1,1,0
12750,632,1,1,0
12770,633,2,1,0
12790,634,2,1,0
12810,635,2,1,0
12830,636,2,1,0
12850,637,2,1,0
12870,638,2,1,0
12890,639,2,1,0
12910,640,2,1,0
12930,641,2,1,0
12950,642,2,1,0
12970,643,2,1,0
12990,644,2,1,0
13010,645,2,1,0
13030,646,2,1,0
13050,647,2,1,0
13070,648,2,1,0
13090,649,2,1,0
13110,650,2,1,0
13130,651,2,1,0
13150,652,2,1,0
13170,653,2,1,0
13190,654,2,1,0
13210,655,2,1,0
13230,656,2,1,0
13250,657,2,1,0
13270,658,2,1,0
13290,659,2,1,0
13310,660,2,1,0
13330,661,2,1,0
13350,662,2,1,0
13370,663,2,1,0
13390,664,2,1,0
13410,665,2,1,0
13430,666,2,1,0
13450,667,2,1,0
13470,668,2,1,0
13490,669,2,1,0
13510,670,2,1,0
13530,671,2,1,0
13550,672,2,1,0
13570,673,2,1,0
13590,674,2,1,0
13610,675,2,1,0
13630,676,2,1,0
13650,677,2,1,0
13670,678,2,1,0
13690,679,2,1,0
13710,680,2,1,0
13730,681,2,1,0
13750,682,2,1,0
13770,683,2,1,0
13790,684,2,1,0
13810,685,2,1,0
13830,686,2,1,0
13850,687,2,1,0
13870,688,2,1,0
13890,689,2,1,0
13910,690,2,1,0
13930,691,2,1,0
13950,692,2,1,0
13970,693,2,1,0
13990,694,2,1,0
14010,695,2,1,0
14030,696,2,1,0
14050,697,2,1,0
14070,698,2,1,0
14090,699,2,1,0
14110,700,2,1,0
14130,701,2,1,0
14150,702,2,1,0
14170,703,2,1,0
14190,704,2,1,0
14210,705,2,1,0
14230,706,2,1,0
14250,707,2,1,0
14270,708,2,1,0
14290,709,2,1,0
14310,710,2,1,0
14330,711,2,1,0
14350,712,2,1,0
14370,713,2,1,0
14390,714,2,1,0
14410,715,2,1,0
14430,716,2,1,0
14450,717,2,1,0
14470,718,2,1,0
14490,719,2,1,0
14510,720,2,1,0
14530,721,2,1,0
14550,722,2,1,0
14570,723,2,1,0
14590,724,2,1,0
14610,725,2,1,0
14630,726,2,1,0
14650,727,2,1,0
14670,728,2,1,0
14690,729,2,1,0
14710,730,2,1,0
14730,731,2,1,0
14750,732,2,1,0
14770,733,2,1,0
14790,734,2,1,0
14810,735,2,1,0
14830,736,2,1,0
14850,737,2,1,0
14870,738,2,1,0
14890,739,2,1,0
14910,740,2,1,0
14930,741,2,1,0
14950,742,2,1,0
14970,743,2,1,0
14990,744,2,1,0
15010,745,2,1,0
15030,746,2,1,0
15050,747,2,1,0
15070,748,2,1,0
15090,749,2,1,0
15110,750,2,1,0
15130,751,2,1,0
15150,752,2,1,0
15170,753,2,1,0
15190,754,2,1,0
15210,755,2,1,0
15230,756,2,1,0
15250,757,2,1,0
15270,758,2,1,0
15290,759,2,1,0
15310,760,2,1,0
15330,761,2,1,0
15350,762,2,1,0
15370,763,2,1,0
15390,764,2,1,0
15410,765,2,1,0
15430,766,2,1,0
15450,767,2,1,0
15470,768,2,1,0
15490,769,2,1,0
15510,770,2,1,0
15530,771,2,1,0
15550,772,2,1,0
15570,773,2,1,0
15590,774,2,1,0
15610,775,2,1,0
15630,776,2,1,0
15650,777,2,1,0
15670,778,2,1,0
15690,779,2,1,0
15710,780,2,1,0
15730,781,2,1,0
15750,782,2,1,0
15770,783,2,1,0
15790,784,2,1,0
15810,785,2,1,0
15830,786,2,1,0
15850,787,2,1,0
15870,788,2,1,0
15890,789,2,1,0
15910,790,2,1,0
15930,791,2,1,0
15950,792,2,1,0
15970,793,2,1,0
15990,794,2,1,0
16010,795,2,1,0
16030,796,2,1,0
16050,797,2,1,0
16070,798,2,1,0
16090,799,2,1,0
16110,800,2,1,0
16130,801,2,1,0
16150,802,2,1,0
16170,803,2,1,0
16190,804,2,1,0
16210,805,2,1,0
16230,806,2,1,0
16250,807,2,1,0
16270,808,2,1,0
16290,809,2,1,0
16310,810,2,1,0
16330,811,2,1,0
16350,812,2,1,0
16370,813,2,1,0
16390,814,2,1,0
16410,815,2,1,0
16430,816,2,1,0
16450,817,2,1,0
16470,818,2,1,0
16490,819,2,1,0
16510,820,2,1,0
16530,821,2,1,0
16550,822,2,1,0
16570,823,2,1,0
16590,824,2,1,0
16610,825,2,1,0
16630,826,2,1,0
16650,827,2,1,0
16670,828,2,1,0
16690,829,2,1,0
16710,830,2,1,0
16730,831,2,1,0
16750,832,2,1,0
16770,833,2,1,0
16790,834,2,1,0
16810,835,2,1,0
16830,836,2,1,0
16850,837,2,1,0
16870,838,2,1,0
16890,839,2,1,0
16910,840,2,1,0
16930,841,2,1,0
16950,842,2,1,0
16970,843,2,1,0
16990,844,2,1,0
17010,845,2,1,0
17030,846,2,1,0
17050,847,2,1,0
17070,848,2,1,0
17090,849,2,1,0
17110,850,2,1,0
17130,851,2,1,0
17150,852,2,1,0
17170,853,2,1,0
17190,854,2,1,0
17210,855,2,1,0
17230,856,2,1,0
17250,857,2,1,0
17270,858,2,1,0
17290,859,2,1,0
17310,860,2,1,0
17330,861,2,1,0
17350,862,2,1,0
17370,863,2,1,0
17390,864,2,1,0
17410,865,2,1,0
17430,866,2,1,0
17450,867,2,1,0
17470,868,2,1,0
17490,869,2,1,0
17510,870,2,1,0
17530,871,2,1,0
17550,872,2,1,0
17570,873,2,1,0
17590,874,2,1,0
17610,875,2,1,0
17630,876,2,1,0
17650,877,2,1,0
17670,878,2,1,0
17690,879,2,1,0
17710,880,2,1,0
17730,881,2,1,0
17750,882,2,1,0
17770,883,2,1,0
17790,884,2,1,0
17810,885,2,1,0
17830,886,2,1,0
17850,887,2,1,0
17870,888,2,1,0
17890,889,2,1,0
17910,890,2,1,0
17930,891,2,1,0
17950,892,2,1,0
17970,893,2,1,0
17990,894,2,1,0
18010,895,2,1,0
18030,896,2,1,0
18050,897,2,1,0
18070,898,2,1,0
18090,899,2,1,0
18110,900,2,1,0
18130,901,2,1,0
18150,902,2,1,0
18170,903,2,1,0
18190,904,2,1,0
18210,905,2,1,0
18230,906,2,1,0
18250,907,2,1,0
18270,908,2,1,0
18290,909,2,1,0
18310,910,2,1,0
18330,911,2,1,0
18350,912,2,1,0
18370,913,2,1,0
18390,914,2,1,0
18410,915,2,1,0
18430,916,2,1,0
18450,917,2,1,0
18470,918,2,1,0
18490,919,2,1,0
18510,920,2,1,0
18530,921,2,1,0
18550,922,2,1,0
18570,923,2,1,0
18590,924,2,1,0
18610,925,2,1,0
18630,926,2,1,0
18650,927,2,1,0
18670,928,2,1,0
18690,929,2,1,0
18710,930,2,1,0
18730,931,2,1,0
18750,932,2,1,0
18770,933,2,1,0
18790,934,2,1,0
18810,935,2,1,0
18830,936,2,1,0
18850,937,2,2,1
18870,938,2,2,0
18890,939,2,2,0
18910,940,2,2,0
18930,941,2,2,0
18950,942,2,2,0
18970,943,2,2,0
18990,944,2,2,0
19010,945,2,2,0
19030,946,2,2,0
19050,947,3,2,0
19070,948,3,2,0
19090,949,3,2,0
19110,950,3,2,0
19130,951,3,2,0
19150,952,3,2,0
19170,953,3,2,0
19190,954,3,2,0
19210,955,3,2,0
19230,956,3,2,0
19250,957,3,2,0
19270,958,3,2,0
19290,959,3,2,0
19310,960,3,2,0
19330,961,3,2,0
19350,962,3,2,0
19370,963,3,2,0
19390,964,3,2,0
19410,965,3,2,0
19430,966,3,2,0
19450,967,3,2,0
19470,968,3,2,0
19490,969,3,2,0
19510,970,3,2,0
19530,971,3,2,0
19550,972,3,2,0
19570,973,3,2,0
19590,974,3,2,0
19610,975,3,2,0
19630,976,3,2,0
19650,977,3,2,0
19670,978,3,2,0
19690,979,3,2,0
19710,980,3,2,0
19730,981,3,2,0
19750,982,3,2,0
19770,983,3,2,0
19790,984,3,2,0
19810,985,3,2,0
19830,986,3,2,0
19850,987,3,2,0
19870,988,3,2,0
19890,989,3,2,0
19910,990,3,2,0
19930,991,3,2,0
19950,992,3,2,0
19970,993,3,2,0
19990,994,3,2,0
20010,995,3,2,0
20030,996,3,2,0
20050,997,3,2,0
20070,998,3,2,0
20090,999,3,2,0
20110,1000,3,2,0
20130,1001,3,2,0
20150,1002,3,2,0
20170,1003,3,2,0
20190,1004,3,2,0
20210,1005,3,2,0
20230,1006,3,2,0
20250,1007,3,2,0
20270,1008,3,2,0
20290,1009,3,2,0
20310,1010,3,2,0
20330,1011,3,2,0
20350,1012,3,2,0
20370,1013,3,2,0
20390,1014,3,2,0
20410,1015,3,2,0
20430,1016,3,2,0
20450,1017,3,2,0
20470,1018,3,2,0
20490,1019,3,2,0
20510,1020,3,2,0
20530,1021,3,2,0
20550,1022,3,2,0
20570,1023,3,2,0
20590,1024,3,2,0
20610,1025,3,2,0
20630,1026,3,2,0
20650,1027,3,2,0
20670,1028,3,2,0
20690,1029,3,2,0
20710,1030,3,2,0
20730,1031,3,2,0
20750,1032,3,2,0
20770,1033,3,2,0
20790,1034,3,2,0
20810,1035,3,2,0
20830,1036,3,2,0
20850,1037,3,2,0
20870,1038,3,2,0
20890,1039,3,2,0
20910,1040,3,2,0
20930,1041,3,2,0
20950,1042,3,2,0
20970,1043,3,2,0
20990,1044,3,2,0
21010,1045,3,2,0
21030,1046,3,2,0
21050,1047,3,2,0
21070,1048,3,2,0
21090,1049,3,2,0
21110,1050,3,2,0
21130,1051,3,2,0
21150,1052,3,2,0
21170,1053,3,2,0
21190,1054,3,2,0
21210,1055,3,2,0
21230,1056,3,2,0
21250,1057,3,2,0
21270,1058,3,2,0
21290,1059,3,2,0
21310,1060,3,2,0
21330,1061,3,2,0
21350,1062,3,2,0
21370,1063,3,2,0
21390,1064,3,2,0
21410,1065,3,2,0
21430,1066,3,2,0
21450,1067,3,2,0
21470,1068,3,2,0
21490,1069,3,2,0
21510,1070,3,2,0
21530,1071,3,2,0
21550,1072,3,2,0
21570,1073,3,2,0
21590,1074,3,2,0
21610,1075,3,2,0
21630,1076,3,2,0
21650,1077,3,2,0
21670,1078,3,2,0
21690,1079,3,2,0
21710,1080,3,2,0
21730,1081,3,2,0
21750,1082,3,2,0
21770,1083,3,2,0
21790,1084,3,2,0
21810,1085,3,2,0
21830,1086,3,2,0
21850,1087,3,2,0
21870,1088,3,2,0
21890,1089,3,2,0
21910,1090,3,2,0
21930,1091,3,2,0
21950,1092,3,2,0
21970,1093,3,2,0
21990,1094,3,2,0
22010,1095,3,2,0
22030,1096,3,2,0
22050,1097,3,2,0
22070,1098,3,2,0
22090,1099,3,2,0
22110,1100,3,2,0
22130,1101,3,2,0
22150,1102,3,2,0
22170,1103,3,2,0
22190,1104,3,2,0
22210,1105,3,2,0
22230,1106,3,2,0
22250,1107,3,2,0
22270,1108,3,2,0
22290,1109,3,2,0
22310,1110,3,2,0
22330,1111,3,2,0
22350,1112,3,2,0
22370,1113,3,2,0
22390,1114,3,2,0
22410,1115,3,2,0
22430,1116,3,2,0
22450,1117,3,2,0
22470,1118,3,2,0
22490,1119,3,2,0
22510,1120,3,2,0
22530,1121,3,2,0
22550,1122,3,2,0
22570,1123,3,2,0
22590,1124,3,2,0
22610,1125,3,2,0
22630,1126,3,2,0
22650,1127,3,2,0
22670,1128,3,2,0
22690,1129,3,2,0
22710,1130,3,2,0
22730,1131,3,2,0
22750,1132,3,2,0
22770,1133,3,2,0
22790,1134,3,2,0
22810,1135,3,2,0
22830,1136,3,2,0
22850,1137,3,2,0
22870,1138,3,2,0
22890,1139,3,2,0
22910,1140,3,2,0
22930,1141,3,2,0
22950,1142,3,2,0
22970,1143,3,2,0
22990,1144,3,2,0
23010,1145,3,2,0
23030,1146,3,2,0
23050,1147,3,2,0
23070,1148,3,2,0
23090,1149,3,2,0
23110,1150,3,2,0
23130,1151,3,2,0
23150,1152,3,2,0
23170,1153,3,2,0
23190,1154,3,2,0
23210,1155,3,2,0
23230,1156,3,2,0
23250,1157,3,2,0
23270,1158,3,2,0
23290,1159,3,2,0
23310,1160,3,2,0
23330,1161,3,2,0
23350,1162,3,2,0
23370,1163,3,2,0
23390,1164,3,2,0
23410,1165,3,2,0
23430,1166,3,2,0
23450,1167,3,2,0
23470,1168,3,2,0
23490,1169,3,2,0
23510,1170,3,2,0
23530,1171,3,2,0
23550,1172,3,2,0
23570,1173,3,2,0
23590,1174,3,2,0
23610,1175,3,2,0
23630,1176,3,2,0
23650,1177,3,2,0
23670,1178,3,2,0
23690,1179,3,2,0
23710,1180,3,2,0
23730,1181,3,2,0
23750,1182,3,2,0
23770,1183,3,2,0
23790,1184,3,2,0
23810,1185,3,2,0
23830,1186,3,2,0
23850,1187,3,2,0
23870,1188,3,2,0
23890,1189,3,2,0
23910,1190,3,2,0
23930,1191,3,2,0
23950,1192,3,2,0
23970,1193,3,2,0
23990,1194,3,2,0
24010,1195,3,2,0
24030,1196,3,2,0
24050,1197,3,2,0
24070,1198,3,2,0
24090,1199,3,2,0
24110,1200,3,2,0
24130,1201,3,2,0
24150,1202,3,2,0
24170,1203,3,2,0
24190,1204,3,2,0
24210,1205,3,2,0
24230,1206,3,2,0
24250,1207,3,2,0
24270,1208,3,2,0
24290,1209,3,2,0
24310,1210,3,2,0
24330,1211,3,2,0
24350,1212,3,2,0
24370,1213,3,2,0
24390,1214,3,2,0
24410,1215,3,2,0
24430,1216,3,2,0
24450,1217,3,2,0
24470,1218,3,2,0
24490,1219,3,2,0
24510,1220,3,2,0
24530,1221,3,2,0
24550,1222,3,2,0
24570,1223,3,2,0
24590,1224,3,2,0
24610,1225,3,2,0
24630,1226,3,2,0
24650,1227,3,2,0
24670,1228,3,2,0
24690,1229,3,2,0
24710,1230,3,2,0
24730,1231,3,2,0
24750,1232,3,2,0
24770,1233,3,2,0
24790,1234,3,2,0
24810,1235,3,2,0
24830,1236,3,2,0
24850,1237,3,2,0
24870,1238,3,2,0
24890,1239,3,2,0
24910,1240,3,2,0
24930,1241,3,2,0
24950,1242,3,2,0
24970,1243,3,2,0
24990,1244,3,2,0
25010,1245,3,2,0
25030,1246,3,2,0
25050,1247,3,2,0
25070,1248,3,2,0
