time_ns,cycle,test_case,filter_type,classifier_done
25090,1249,3,2,0
25110,1250,3,2,0
25130,1251,3,3,1
25150,1252,3,3,0
25170,1253,3,3,0
25190,1254,3,3,0
25210,1255,3,3,0
25230,1256,3,3,0
25250,1257,3,3,0
25270,1258,3,3,0
25290,1259,3,3,0
25310,1260,3,3,0
25330,1261,4,3,0
25350,1262,4,3,0
25370,1263,4,3,0
25390,1264,4,3,0
25410,1265,4,3,0
25430,1266,4,3,0
25450,1267,4,3,0
25470,1268,4,3,0
25490,1269,4,3,0
25510,1270,4,3,0
25530,1271,4,3,0
25550,1272,4,3,0
25570,1273,4,3,0
25590,1274,4,3,0
25610,1275,4,3,0
25630,1276,4,3,0
25650,1277,4,3,0
25670,1278,4,3,0
25690,1279,4,3,0
25710,1280,4,3,0
25730,1281,4,3,0
25750,1282,4,3,0
25770,1283,4,3,0
25790,1284,4,3,0
25810,1285,4,3,0
25830,1286,4,3,0
25850,1287,4,3,0
25870,1288,4,3,0
25890,1289,4,3,0
25910,1290,4,3,0
25930,1291,4,3,0
25950,1292,4,3,0
25970,1293,4,3,0
25990,1294,4,3,0
26010,1295,4,3,0
26030,1296,4,3,0
26050,1297,4,3,0
26070,1298,4,3,0
26090,1299,4,3,0
26110,1300,4,3,0
26130,1301,4,3,0
26150,1302,4,3,0
26170,1303,4,3,0
26190,1304,4,3,0
26210,1305,4,3,0
26230,1306,4,3,0
26250,1307,4,3,0
26270,1308,4,3,0
26290,1309,4,3,0
26310,1310,4,3,0
26330,1311,4,3,0
26350,1312,4,3,0
26370,1313,4,3,0
26390,1314,4,3,0
26410,1315,4,3,0
26430,1316,4,3,0
26450,1317,4,3,0
26470,1318,4,3,0
26490,1319,4,3,0
26510,1320,4,3,0
26530,1321,4,3,0
26550,1322,4,3,0
26570,1323,4,3,0
26590,1324,4,3,0
26610,1325,4,3,0
26630,1326,4,3,0
26650,1327,4,3,0
26670,1328,4,3,0
26690,1329,4,3,0
26710,1330,4,3,0
26730,1331,4,3,0
26750,1332,4,3,0
26770,1333,4,3,0
26790,1334,4,3,0
26810,1335,4,3,0
26830,1336,4,3,0
26850,1337,4,3,0
26870,1338,4,3,0
26890,1339,4,3,0
26910,1340,4,3,0
26930,1341,4,3,0
26950,1342,4,3,0
26970,1343,4,3,0
26990,1344,4,3,0
27010,1345,4,3,0
27030,1346,4,3,0
27050,1347,4,3,0
27070,1348,4,3,0
27090,1349,4,3,0
27110,1350,4,3,0
27130,1351,4,3,0
27150,1352,4,3,0
27170,1353,4,3,0
27190,1354,4,3,0
27210,1355,4,3,0
27230,1356,4,3,0
27250,1357,4,3,0
27270,1358,4,3,0
27290,1359,4,3,0
27310,1360,4,3,0
27330,1361,4,3,0
27350,1362,4,3,0
27370,1363,4,3,0
27390,1364,4,3,0
27410,1365,4,3,0
27430,1366,4,3,0
27450,1367,4,3,0
27470,1368,4,3,0
27490,1369,4,3,0
27510,1370,4,3,0
27530,1371,4,3,0
27550,1372,4,3,0
27570,1373,4,3,0
27590,1374,4,3,0
27610,1375,4,3,0
27630,1376,4,3,0
27650,1377,4,3,0
27670,1378,4,3,0
27690,1379,4,3,0
27710,1380,4,3,0
27730,1381,4,3,0
27750,1382,4,3,0
27770,1383,4,3,0
27790,1384,4,3,0
27810,1385,4,3,0
27830,1386,4,3,0
27850,1387,4,3,0
27870,1388,4,3,0
27890,1389,4,3,0
27910,1390,4,3,0
27930,1391,4,3,0
27950,1392,4,3,0
27970,1393,4,3,0
27990,1394,4,3,0
28010,1395,4,3,0
28030,1396,4,3,0
28050,1397,4,3,0
28070,1398,4,3,0
28090,1399,4,3,0
28110,1400,4,3,0
28130,1401,4,3,0
28150,1402,4,3,0
28170,1403,4,3,0
28190,1404,4,3,0
28210,1405,4,3,0
28230,1406,4,3,0
28250,1407,4,3,0
28270,1408,4,3,0
28290,1409,4,3,0
28310,1410,4,3,0
28330,1411,4,3,0
28350,1412,4,3,0
28370,1413,4,3,0
28390,1414,4,3,0
28410,1415,4,3,0
28430,1416,4,3,0
28450,1417,4,3,0
28470,1418,4,3,0
28490,1419,4,3,0
28510,1420,4,3,0
28530,1421,4,3,0
28550,1422,4,3,0
28570,1423,4,3,0
28590,1424,4,3,0
28610,1425,4,3,0
28630,1426,4,3,0
28650,1427,4,3,0
28670,1428,4,3,0
28690,1429,4,3,0
28710,1430,4,3,0
28730,1431,4,3,0
28750,1432,4,3,0
28770,1433,4,3,0
28790,1434,4,3,0
28810,1435,4,3,0
28830,1436,4,3,0
28850,1437,4,3,0
28870,1438,4,3,0
28890,1439,4,3,0
28910,1440,4,3,0
28930,1441,4,3,0
28950,1442,4,3,0
28970,1443,4,3,0
28990,1444,4,3,0
29010,1445,4,3,0
29030,1446,4,3,0
29050,1447,4,3,0
29070,1448,4,3,0
29090,1449,4,3,0
29110,1450,4,3,0
29130,1451,4,3,0
29150,1452,4,3,0
29170,1453,4,3,0
29190,1454,4,3,0
29210,1455,4,3,0
29230,1456,4,3,0
29250,1457,4,3,0
29270,1458,4,3,0
29290,1459,4,3,0
29310,1460,4,3,0
29330,1461,4,3,0
29350,1462,4,3,0
29370,1463,4,3,0
29390,1464,4,3,0
29410,1465,4,3,0
29430,1466,4,3,0
29450,1467,4,3,0
29470,1468,4,3,0
29490,1469,4,3,0
29510,1470,4,3,0
29530,1471,4,3,0
29550,1472,4,3,0
29570,1473,4,3,0
29590,1474,4,3,0
29610,1475,4,3,0
29630,1476,4,3,0
29650,1477,4,3,0
29670,1478,4,3,0
29690,1479,4,3,0
29710,1480,4,3,0
29730,1481,4,3,0
29750,1482,4,3,0
29770,1483,4,3,0
29790,1484,4,3,0
29810,1485,4,3,0
29830,1486,4,3,0
29850,1487,4,3,0
29870,1488,4,3,0
29890,1489,4,3,0
29910,1490,4,3,0
29930,1491,4,3,0
29950,1492,4,3,0
29970,1493,4,3,0
29990,1494,4,3,0
30010,1495,4,3,0
30030,1496,4,3,0
30050,1497,4,3,0
30070,1498,4,3,0
30090,1499,4,3,0
30110,1500,4,3,0
30130,1501,4,3,0
30150,1502,4,3,0
30170,1503,4,3,0
30190,1504,4,3,0
30210,1505,4,3,0
30230,1506,4,3,0
30250,1507,4,3,0
30270,1508,4,3,0
30290,1509,4,3,0
30310,1510,4,3,0
30330,1511,4,3,0
30350,1512,4,3,0
30370,1513,4,3,0
30390,1514,4,3,0
30410,1515,4,3,0
30430,1516,4,3,0
30450,1517,4,3,0
30470,1518,4,3,0
30490,1519,4,3,0
30510,1520,4,3,0
30530,1521,4,3,0
30550,1522,4,3,0
30570,1523,4,3,0
30590,1524,4,3,0
30610,1525,4,3,0
30630,1526,4,3,0
30650,1527,4,3,0
30670,1528,4,3,0
30690,1529,4,3,0
30710,1530,4,3,0
30730,1531,4,3,0
30750,1532,4,3,0
30770,1533,4,3,0
30790,1534,4,3,0
30810,1535,4,3,0
30830,1536,4,3,0
30850,1537,4,3,0
30870,1538,4,3,0
30890,1539,4,3,0
30910,1540,4,3,0
30930,1541,4,3,0
30950,1542,4,3,0
30970,1543,4,3,0
30990,1544,4,3,0
31010,1545,4,3,0
31030,1546,4,3,0
31050,1547,4,3,0
31070,1548,4,3,0
31090,1549,4,3,0
31110,1550,4,3,0
31130,1551,4,3,0
31150,1552,4,3,0
31170,1553,4,3,0
31190,1554,4,3,0
31210,1555,4,3,0
31230,1556,4,3,0
31250,1557,4,3,0
31270,1558,4,3,0
31290,1559,4,3,0
31310,1560,4,3,0
31330,1561,4,3,0
31350,1562,4,3,0
31370,1563,4,3,0
31390,1564,4,3,0
31410,1565,4,4,1
31430,1566,4,4,0
31450,1567,4,4,0
31470,1568,4,4,0
31490,1569,4,4,0
31510,1570,4,4,0
31530,1571,4,4,0
31550,1572,4,4,0
31570,1573,4,4,0
31590,1574,4,4,0
31610,1575,5,4,0
31630,1576,5,4,0
31650,1577,5,4,0
31670,1578,5,4,0
31690,1579,5,4,0
31710,1580,5,4,0
31730,1581,5,4,0
31750,1582,5,4,0
31770,1583,5,4,0
31790,1584,5,4,0
31810,1585,5,4,0
31830,1586,5,4,0
31850,1587,5,4,0
31870,1588,5,4,0
31890,1589,5,4,0
31910,1590,5,4,0
31930,1591,5,4,0
31950,1592,5,4,0
31970,1593,5,4,0
31990,1594,5,4,0
32010,1595,5,4,0
32030,1596,5,4,0
32050,1597,5,4,0
32070,1598,5,4,0
32090,1599,5,4,0
32110,1600,5,4,0
32130,1601,5,4,0
32150,1602,5,4,0
32170,1603,5,4,0
32190,1604,5,4,0
32210,1605,5,4,0
32230,1606,5,4,0
32250,1607,5,4,0
32270,1608,5,4,0
32290,1609,5,4,0
32310,1610,5,4,0
32330,1611,5,4,0
32350,1612,5,4,0
32370,1613,5,4,0
32390,1614,5,4,0
32410,1615,5,4,0
32430,1616,5,4,0
32450,1617,5,4,0
32470,1618,5,4,0
32490,1619,5,4,0
32510,1620,5,4,0
32530,1621,5,4,0
32550,1622,5,4,0
32570,1623,5,4,0
32590,1624,5,4,0
32610,1625,5,4,0
32630,1626,5,4,0
32650,1627,5,4,0
32670,1628,5,4,0
32690,1629,5,4,0
32710,1630,5,4,0
32730,1631,5,4,0
32750,1632,5,4,0
32770,1633,5,4,0
32790,1634,5,4,0
32810,1635,5,4,0
32830,1636,5,4,0
32850,1637,5,4,0
32870,1638,5,4,0
32890,1639,5,4,0
32910,1640,5,4,0
32930,1641,5,4,0
32950,1642,5,4,0
32970,1643,5,4,0
32990,1644,5,4,0
33010,1645,5,4,0
33030,1646,5,4,0
33050,1647,5,4,0
33070,1648,5,4,0
33090,1649,5,4,0
33110,1650,5,4,0
33130,1651,5,4,0
33150,1652,5,4,0
33170,1653,5,4,0
33190,1654,5,4,0
33210,1655,5,4,0
33230,1656,5,4,0
33250,1657,5,4,0
33270,1658,5,4,0
33290,1659,5,4,0
33310,1660,5,4,0
33330,1661,5,4,0
33350,1662,5,4,0
33370,1663,5,4,0
33390,1664,5,4,0
33410,1665,5,4,0
33430,1666,5,4,0
33450,1667,5,4,0
33470,1668,5,4,0
33490,1669,5,4,0
33510,1670,5,4,0
33530,1671,5,4,0
33550,1672,5,4,0
33570,1673,5,4,0
33590,1674,5,4,0
33610,1675,5,4,0
33630,1676,5,4,0
33650,1677,5,4,0
33670,1678,5,4,0
33690,1679,5,4,0
33710,1680,5,4,0
33730,1681,5,4,0
33750,1682,5,4,0
33770,1683,5,4,0
33790,1684,5,4,0
33810,1685,5,4,0
33830,1686,5,4,0
33850,1687,5,4,0
33870,1688,5,4,0
33890,1689,5,4,0
33910,1690,5,4,0
33930,1691,5,4,0
33950,1692,5,4,0
33970,1693,5,4,0
33990,1694,5,4,0
34010,1695,5,4,0
34030,1696,5,4,0
34050,1697,5,4,0
34070,1698,5,4,0
34090,1699,5,4,0
34110,1700,5,4,0
34130,1701,5,4,0
34150,1702,5,4,0
34170,1703,5,4,0
34190,1704,5,4,0
34210,1705,5,4,0
34230,1706,5,4,0
34250,1707,5,4,0
34270,1708,5,4,0
34290,1709,5,4,0
34310,1710,5,4,0
34330,1711,5,4,0
34350,1712,5,4,0
34370,1713,5,4,0
34390,1714,5,4,0
34410,1715,5,4,0
34430,1716,5,4,0
34450,1717,5,4,0
34470,1718,5,4,0
34490,1719,5,4,0
34510,1720,5,4,0
34530,1721,5,4,0
34550,1722,5,4,0
34570,1723,5,4,0
34590,1724,5,4,0
34610,1725,5,4,0
34630,1726,5,4,0
34650,1727,5,4,0
34670,1728,5,4,0
34690,1729,5,4,0
34710,1730,5,4,0
34730,1731,5,4,0
34750,1732,5,4,0
34770,1733,5,4,0
34790,1734,5,4,0
34810,1735,5,4,0
34830,1736,5,4,0
34850,1737,5,4,0
34870,1738,5,4,0
34890,1739,5,4,0
34910,1740,5,4,0
34930,1741,5,4,0
34950,1742,5,4,0
34970,1743,5,4,0
34990,1744,5,4,0
35010,1745,5,4,0
35030,1746,5,4,0
35050,1747,5,4,0
35070,1748,5,4,0
35090,1749,5,4,0
35110,1750,5,4,0
35130,1751,5,4,0
35150,1752,5,4,0
35170,1753,5,4,0
35190,1754,5,4,0
35210,1755,5,4,0
35230,1756,5,4,0
35250,1757,5,4,0
35270,1758,5,4,0
35290,1759,5,4,0
35310,1760,5,4,0
35330,1761,5,4,0
35350,1762,5,4,0
35370,1763,5,4,0
35390,1764,5,4,0
35410,1765,5,4,0
35430,1766,5,4,0
35450,1767,5,4,0
35470,1768,5,4,0
35490,1769,5,4,0
35510,1770,5,4,0
35530,1771,5,4,0
35550,1772,5,4,0
35570,1773,5,4,0
35590,1774,5,4,0
35610,1775,5,4,0
35630,1776,5,4,0
35650,1777,5,4,0
35670,1778,5,4,0
35690,1779,5,4,0
35710,1780,5,4,0
35730,1781,5,4,0
35750,1782,5,4,0
35770,1783,5,4,0
35790,1784,5,4,0
35810,1785,5,4,0
35830,1786,5,4,0
35850,1787,5,4,0
35870,1788,5,4,0
35890,1789,5,4,0
35910,1790,5,4,0
35930,1791,5,4,0
35950,1792,5,4,0
35970,1793,5,4,0
35990,1794,5,4,0
36010,1795,5,4,0
36030,1796,5,4,0
36050,1797,5,4,0
36070,1798,5,4,0
36090,1799,5,4,0
36110,1800,5,4,0
36130,1801,5,4,0
36150,1802,5,4,0
36170,1803,5,4,0
36190,1804,5,4,0
36210,1805,5,4,0
36230,1806,5,4,0
36250,1807,5,4,0
36270,1808,5,4,0
36290,1809,5,4,0
36310,1810,5,4,0
36330,1811,5,4,0
36350,1812,5,4,0
36370,1813,5,4,0
36390,1814,5,4,0
36410,1815,5,4,0
36430,1816,5,4,0
36450,1817,5,4,0
36470,1818,5,4,0
36490,1819,5,4,0
36510,1820,5,4,0
36530,1821,5,4,0
36550,1822,5,4,0
36570,1823,5,4,0
36590,1824,5,4,0
36610,1825,5,4,0
36630,1826,5,4,0
36650,1827,5,4,0
36670,1828,5,4,0
36690,1829,5,4,0
36710,1830,5,4,0
36730,1831,5,4,0
36750,1832,5,4,0
36770,1833,5,4,0
36790,1834,5,4,0
36810,1835,5,4,0
36830,1836,5,4,0
36850,1837,5,4,0
36870,1838,5,4,0
36890,1839,5,4,0
36910,1840,5,4,0
36930,1841,5,4,0
36950,1842,5,4,0
36970,1843,5,4,0
36990,1844,5,4,0
37010,1845,5,4,0
37030,1846,5,4,0
37050,1847,5,4,0
37070,1848,5,4,0
37090,1849,5,4,0
37110,1850,5,4,0
37130,1851,5,4,0
37150,1852,5,4,0
37170,1853,5,4,0
37190,1854,5,4,0
37210,1855,5,4,0
37230,1856,5,4,0
37250,1857,5,4,0
37270,1858,5,4,0
37290,1859,5,4,0
37310,1860,5,4,0
37330,1861,5,4,0
37350,1862,5,4,0
37370,1863,5,4,0
37390,1864,5,4,0
37410,1865,5,4,0
37430,1866,5,4,0
37450,1867,5,4,0
37470,1868,5,4,0
37490,1869,5,4,0
37510,1870,5,4,0
37530,1871,5,4,0
37550,1872,5,4,0
37570,1873,5,4,0
37590,1874,5,4,0
37610,1875,5,4,0
37630,1876,5,4,0
37650,1877,5,4,0
37670,1878,5,4,0
37690,1879,5,4,1
37710,1880,5,4,0
37730,1881,5,4,0
37750,1882,5,4,0
37770,1883,5,4,0
37790,1884,5,4,0
37810,1885,5,4,0
37830,1886,5,4,0
37850,1887,5,4,0
37870,1888,5,4,0
